Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,IsHydrate
2024-09-25 00:00:00,993.00215,965.2142857,43.64076333,0
2024-09-25 00:02:00,979.919175,965.2142857,43.4738,0
2024-09-25 00:04:00,976.15725,965.2142857,49.08687379,0
2024-09-25 00:06:00,963.7434,973.5,43.4738,0
2024-09-25 00:08:00,945.1983,965.2142857,44.33266,0
2024-09-25 00:12:00,939.544575,965.2142857,49.359535,0
2024-09-25 00:14:00,965.904225,965.2142857,51.36454,0
2024-09-25 00:16:00,971.64525,965.2142857,49.08687379,0
2024-09-25 00:18:00,968.4021,965.2142857,49.08687379,0
2024-09-25 00:20:00,971.53935,965.2142857,49.08687379,0
2024-09-25 00:22:00,982.63965,965.2142857,49.08687379,0
2024-09-25 00:24:00,984.27795,965.2142857,49.08687379,0
2024-09-25 00:26:00,990.134025,965.2142857,49.08687379,0
2024-09-25 00:28:00,989.2005,965.2142857,49.08687379,0
2024-09-25 00:30:00,985.114575,965.2142857,49.08687379,0
2024-09-25 00:32:00,986.9406,965.2142857,49.08687379,0
2024-09-25 00:36:00,981.640725,965.2142857,49.08687379,0
2024-09-25 00:38:00,978.37145,965.2142857,49.08687379,0
2024-09-25 00:40:00,980.8428,965.2142857,49.08687379,0
2024-09-25 00:42:00,990.732525,965.2142857,49.08687379,0
2024-09-25 00:44:00,1008.5922,965.2142857,49.496275,0
2024-09-25 00:46:00,991.934625,965.2142857,43.57415,0
2024-09-25 00:48:00,990.369225,965.2142857,42.90965,0
2024-09-25 00:50:00,994.56825,965.2142857,42.53282,0
2024-09-25 00:52:00,978.54,965.2142857,41.90619,0
2024-09-25 00:54:00,976.362825,965.2142857,49.08687379,0
2024-09-25 00:56:00,984.346125,965.2142857,49.08687379,0
2024-09-25 01:00:00,998.877375,965.2142857,41.73146,0
2024-09-25 01:02:00,971.72255,965.2142857,41.33042,0
2024-09-25 01:04:00,955.857975,973.5,41.33042,0
2024-09-25 01:06:00,938.265525,965.2142857,45.23089,0
2024-09-25 01:08:00,952.373625,965.2142857,49.03334,0
2024-09-25 01:10:00,946.55145,965.2142857,49.42419,0
2024-09-25 01:12:00,967.14155,965.2142857,49.48221,0
2024-09-25 01:14:00,962.369925,965.2142857,49.08687379,0
2024-09-25 01:16:00,960.7374,965.2142857,49.08687379,0
2024-09-25 01:18:00,961.57665,965.2142857,49.08687379,0
2024-09-25 01:22:00,964.696425,965.2142857,49.08687379,0
2024-09-25 01:24:00,961.83705,965.2142857,49.08687379,0
2024-09-25 01:26:00,964.17405,965.2142857,49.08687379,0
2024-09-25 01:28:00,968.9219,965.2142857,49.08687379,0
2024-09-25 01:30:00,975.866925,965.2142857,49.08687379,0
2024-09-25 01:32:00,987.096225,965.2142857,49.08687379,0
2024-09-25 01:34:00,995.5518,965.2142857,49.08687379,0
2024-09-25 01:36:00,1019.7147,965.2142857,45.197135,0
2024-09-25 01:38:00,989.45265,965.2142857,41.35633,0
2024-09-25 01:40:00,994.84245,965.2142857,41.016445,0
2024-09-25 01:42:00,997.59705,965.2142857,49.08687379,0
2024-09-25 01:46:00,975.49215,965.2142857,40.54542,0
2024-09-25 01:48:00,965.0138,965.2142857,40.54542,0
2024-09-25 01:50:00,946.7856,965.2142857,41.6601,0
2024-09-25 01:52:00,940.743375,965.2142857,47.092145,0
2024-09-25 01:54:00,951.4971,965.2142857,48.43455,0
2024-09-25 01:56:00,962.7411,965.2142857,48.92994,0
2024-09-25 01:58:00,950.75555,965.2142857,48.98735,0
2024-09-25 02:00:00,945.305925,965.2142857,49.24264,0
2024-09-25 02:02:00,964.949025,973.5,49.55396,0
2024-09-25 02:04:00,951.0108,965.2142857,49.08687379,0
2024-09-25 02:06:00,960.72165,965.2142857,49.08687379,0
2024-09-25 02:10:00,956.92725,965.2142857,49.08687379,0
2024-09-25 02:12:00,959.0305,965.2142857,49.08687379,0
2024-09-25 02:14:00,961.7946,965.2142857,49.08687379,0
2024-09-25 02:16:00,963.864375,965.2142857,49.08687379,0
2024-09-25 02:18:00,995.847675,965.2142857,49.00053,0
2024-09-25 02:20:00,1005.057975,965.2142857,43.23227,0
2024-09-25 02:22:00,990.60245,965.2142857,40.94181,0
2024-09-25 02:24:00,984.474,965.2142857,40.43714,0
2024-09-25 02:26:00,999.9876,965.2142857,49.08687379,0
2024-09-25 02:28:00,981.896325,965.2142857,40.05625,0
2024-09-25 02:30:00,974.810775,965.2142857,49.08687379,0
2024-09-25 02:34:00,961.696575,965.2142857,49.08687379,0
2024-09-25 02:36:00,936.05095,965.2142857,43.614095,0
2024-09-25 02:38:00,948.8103,965.2142857,48.029065,0
2024-09-25 02:40:00,955.375875,965.2142857,48.3807,0
2024-09-25 02:42:00,967.913025,965.2142857,49.00202,0
2024-09-25 02:44:00,960.254325,965.2142857,49.08687379,0
2024-09-25 02:46:00,952.5198,965.2142857,49.08687379,0
2024-09-25 02:48:00,957.605475,965.2142857,49.54052,0
2024-09-25 02:50:00,965.352225,965.2142857,49.54052,0
2024-09-25 02:52:00,950.0466,965.2142857,49.08687379,0
2024-09-25 02:54:00,958.91595,965.2142857,49.65779,0
2024-09-25 02:58:00,991.6725,965.2142857,49.33394,0
2024-09-25 03:00:00,1001.59765,965.2142857,42.81692667,0
2024-09-25 03:02:00,990.667725,965.2142857,40.651565,0
2024-09-25 03:04:00,993.53025,965.2142857,40.21384,0
2024-09-25 03:06:00,974.46675,965.2142857,39.761915,0
2024-09-25 03:08:00,984.636375,973.5,39.45704,0
2024-09-25 03:10:00,988.94955,965.2142857,49.08687379,0
2024-09-25 03:12:00,980.6391,965.2142857,49.08687379,0
2024-09-25 03:14:00,966.4224,965.2142857,49.08687379,0
2024-09-25 03:16:00,973.338225,965.2142857,49.08687379,0
2024-09-25 03:18:00,987.34305,965.2142857,49.08687379,0
2024-09-25 03:22:00,985.122225,965.2142857,38.97168,0
2024-09-25 03:24:00,983.9774,965.2142857,38.77341,0
2024-09-25 03:26:00,992.41875,965.2142857,38.57514,0
2024-09-25 03:28:00,978.256725,965.2142857,38.12199,0
2024-09-25 03:30:00,998.7213,965.2142857,49.08687379,0
2024-09-25 03:32:00,978.4764,965.2142857,37.52829,0
2024-09-25 03:34:00,988.55905,965.2142857,49.08687379,0
2024-09-25 03:36:00,996.434025,965.2142857,49.08687379,0
2024-09-25 03:38:00,987.320775,965.2142857,37.201055,0
2024-09-25 03:40:00,971.74035,965.2142857,37.01516,0
