Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,IsHydrate,Instantaneous_t-1,Instantaneous_t-2,Valve_t-1,Valve_t-2,Confidence_Score
2024-10-14 00:04:00,1469.3316,1455.0,28.05260943,0,1466.604825,1467.3729,28.05260943,28.05260943,0.5
2024-10-14 00:06:00,1470.3357,1426.96118,28.05260943,0,1469.3316,1466.604825,28.05260943,28.05260943,0.5
2024-10-14 00:08:00,1468.70685,1426.96118,26.18433,0,1470.3357,1469.3316,28.05260943,28.05260943,0.5
2024-10-14 00:10:00,1460.9364,1426.96118,28.05260943,1,1468.70685,1470.3357,26.18433,28.05260943,0.5
2024-10-14 00:12:00,1470.5415,1426.96118,28.05260943,0,1460.9364,1468.70685,28.05260943,26.18433,0.5
2024-10-14 00:14:00,1463.54265,1426.96118,28.05260943,1,1470.5415,1460.9364,28.05260943,28.05260943,0.5
2024-10-14 00:16:00,1468.5693,1426.96118,28.05260943,0,1463.54265,1470.5415,28.05260943,28.05260943,0.5
2024-10-14 00:18:00,1466.0652,1426.96118,28.05260943,1,1468.5693,1463.54265,28.05260943,28.05260943,0.5
2024-10-14 00:22:00,1466.14275,1426.96118,28.05260943,0,1466.0652,1468.5693,28.05260943,28.05260943,0.5
2024-10-14 00:24:00,1468.08645,1426.96118,28.05260943,0,1466.14275,1466.0652,28.05260943,28.05260943,0.5
2024-10-14 00:26:00,1469.53065,1426.96118,28.05260943,0,1468.08645,1466.14275,28.05260943,28.05260943,0.5
2024-10-14 00:28:00,1471.30965,1426.96118,28.05260943,0,1469.53065,1468.08645,28.05260943,28.05260943,0.5
2024-10-14 00:30:00,1473.05655,1426.96118,28.05260943,0,1471.30965,1469.53065,28.05260943,28.05260943,0.5
2024-10-14 00:32:00,1470.72885,1426.96118,28.05260943,1,1473.05655,1471.30965,28.05260943,28.05260943,0.5
2024-10-14 00:34:00,1476.54,1426.96118,28.05260943,0,1470.72885,1473.05655,28.05260943,28.05260943,0.5
2024-10-14 00:36:00,1471.85835,1426.96118,28.05260943,1,1476.54,1470.72885,28.05260943,28.05260943,0.5
2024-10-14 00:38:00,1478.62185,1426.96118,28.05260943,0,1471.85835,1476.54,28.05260943,28.05260943,0.5
2024-10-14 00:40:00,1475.46225,1426.96118,28.05260943,1,1478.62185,1471.85835,28.05260943,28.05260943,0.5
2024-10-14 00:42:00,1474.970025,1426.96118,28.05260943,1,1475.46225,1478.62185,28.05260943,28.05260943,0.5
2024-10-14 00:46:00,1471.2525,1426.96118,28.05260943,1,1474.970025,1475.46225,28.05260943,28.05260943,0.5
2024-10-14 00:48:00,1469.83395,1426.96118,28.05260943,1,1471.2525,1474.970025,28.05260943,28.05260943,0.5
2024-10-14 00:50:00,1471.38995,1426.96118,28.05260943,0,1469.83395,1471.2525,28.05260943,28.05260943,0.5
2024-10-14 00:52:00,1471.9224,1426.96118,28.05260943,0,1471.38995,1469.83395,28.05260943,28.05260943,0.5
2024-10-14 00:54:00,1478.9943,1426.96118,28.05260943,0,1471.9224,1471.38995,28.05260943,28.05260943,0.5
