Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,IsHydrate
2024-10-30 07:26:00,1846.6875,1800.0,46.14608224899598,0
2024-10-30 07:28:00,1851.7875,1800.0,46.14608224899598,0
2024-10-30 07:32:00,1837.92,1800.0,42.74531,0
2024-10-30 07:36:00,1835.397,1800.0,46.14608224899598,0
2024-10-30 07:38:00,1768.491,1800.0,42.08155,0
2024-10-30 07:40:00,1758.8685,1800.0,42.77792,0
2024-10-30 07:44:00,1752.9030000000002,1800.0,46.14608224899598,0
2024-10-30 07:48:00,1731.0749999999998,1800.0,44.24355,0
2024-10-30 07:50:00,1797.558,1800.0,48.44672,0
2024-10-30 07:54:00,1818.8955,1800.0,46.14608224899598,0
2024-10-30 07:56:00,1815.3675,1800.0,46.14608224899598,0
2024-10-30 07:58:00,1814.337,1800.0,48.44672,0
2024-10-30 08:02:00,1816.638,1800.0,48.44672,0
2024-10-30 08:06:00,1825.578,1800.0,46.14608224899598,0
2024-10-30 08:08:00,1802.346,1800.0,46.14608224899598,0
2024-10-30 08:12:00,1805.289,1800.0,46.14608224899598,0
2024-10-30 08:14:00,1813.6245,1800.0,46.14608224899598,0
2024-10-30 08:16:00,1823.634,1800.0,46.14608224899598,0
2024-10-30 08:20:00,1812.2595,1800.0,46.14608224899598,0
2024-10-30 08:22:00,1820.7,1800.0,46.14608224899598,0
2024-10-30 08:26:00,1810.869,1800.0,46.14608224899598,0
2024-10-30 08:28:00,1808.3685,1800.0,46.14608224899598,0
2024-10-30 08:30:00,1821.2325,1800.0,46.14608224899598,0
2024-10-30 08:36:00,1796.3505,1800.0,46.14608224899598,0
2024-10-30 08:38:00,1821.2985,1800.0,46.14608224899598,0
2024-10-30 08:40:00,1828.995,1800.0,46.14608224899598,0
2024-10-30 08:44:00,1815.648,1800.0,46.14608224899598,0
2024-10-30 08:46:00,1820.6445,1800.0,46.14608224899598,0
2024-10-30 08:48:00,1818.4095,1800.0,46.14608224899598,0
2024-10-30 08:50:00,1813.3485,1800.0,46.14608224899598,0
2024-10-30 08:52:00,1825.4085,1800.0,46.14608224899598,0
2024-10-30 08:56:00,1819.4985,1800.0,46.14608224899598,0
2024-10-30 09:00:00,1826.3505,1800.0,48.44672,0
2024-10-30 09:04:00,1825.491,1800.0,46.14608224899598,0
2024-10-30 09:08:00,1819.233,1800.0,48.44672,0
2024-10-30 09:10:00,1805.0955,1800.0,46.14608224899598,0
2024-10-30 09:14:00,1805.0295,1800.0,46.14608224899598,0
2024-10-30 09:16:00,1820.541,1800.0,46.14608224899598,0
2024-10-30 09:18:00,1826.283,1800.0,46.14608224899598,0
2024-10-30 09:24:00,1815.4365,1800.0,46.14608224899598,0
2024-10-30 09:26:00,1819.677,1800.0,46.14608224899598,0
2024-10-30 09:28:00,1811.061,1800.0,46.14608224899598,0
2024-10-30 09:32:00,1797.777,1800.0,46.14608224899598,0
2024-10-30 09:34:00,1825.0515,1800.0,46.14608224899598,0
2024-10-30 09:38:00,1792.6455,1800.0,46.14608224899598,0
2024-10-30 09:42:00,1797.6015000000002,1800.0,46.14608224899598,0
2024-10-30 09:44:00,1795.2075,1800.0,46.14608224899598,0
2024-10-30 09:48:00,1818.7290000000005,1800.0,46.14608224899598,0
2024-10-30 09:50:00,1812.546,1800.0,46.14608224899598,0
2024-10-30 09:52:00,1798.5614999999998,1800.0,46.14608224899598,0
2024-10-30 09:56:00,1791.909,1800.0,46.14608224899598,0
2024-10-30 09:58:00,1791.7695,1800.0,48.44672,0
2024-10-30 10:00:00,1791.2835,1800.0,46.14608224899598,0
2024-10-30 10:04:00,1777.815,1800.0,48.44672,0
2024-10-30 10:06:00,1759.953,1800.0,46.14608224899598,0
2024-10-30 10:12:00,1783.0320000000002,1800.0,46.14608224899598,0
2024-10-30 10:14:00,1788.7125,1800.0,46.14608224899598,0
2024-10-30 10:16:00,1784.0625,1800.0,46.14608224899598,0
2024-10-30 10:18:00,1787.727,1800.0,46.14608224899598,0
2024-10-30 10:20:00,1803.6885,1800.0,46.14608224899598,0
2024-10-30 10:22:00,1764.4605,1800.0,46.14608224899598,0
2024-10-30 10:24:00,1781.7255,1800.0,46.14608224899598,0
2024-10-30 10:28:00,1791.4185,1800.0,46.14608224899598,0
2024-10-30 10:30:00,1783.0815,1800.0,46.14608224899598,0
2024-10-30 10:36:00,1781.2859999999998,1800.0,46.14608224899598,0
2024-10-30 10:38:00,1786.215,1800.0,46.14608224899598,0
2024-10-30 10:42:00,1769.3579999999995,1800.0,46.14608224899598,0
2024-10-30 10:44:00,1776.3540000000005,1800.0,46.14608224899598,0
2024-10-30 10:46:00,1771.0635000000002,1800.0,46.14608224899598,0
2024-10-30 10:48:00,1765.917,1800.0,46.14608224899598,0
2024-10-30 10:50:00,1802.601,1800.0,46.14608224899598,0
2024-10-30 10:54:00,1787.2605,1800.0,46.14608224899598,0
2024-10-30 10:58:00,1789.8195,1800.0,48.44672,0
2024-10-30 11:02:00,1808.3115,1800.0,48.44672,0
2024-10-30 11:06:00,1767.6974999999998,1800.0,46.14608224899598,0
2024-10-30 11:08:00,1791.9165000000005,1800.0,46.14608224899598,0
2024-10-30 11:10:00,1787.235,1800.0,46.14608224899598,0
2024-10-30 11:12:00,1787.8049999999998,1800.0,46.14608224899598,0
2024-10-30 11:16:00,1794.987,1800.0,46.14608224899598,0
2024-10-30 11:18:00,1771.656,1800.0,46.14608224899598,0
2024-10-30 11:24:00,1784.1405,1800.0,46.14608224899598,0
2024-10-30 11:26:00,1759.9679999999998,1800.0,46.14608224899598,0
2024-10-30 11:28:00,1788.5880000000002,1800.0,46.14608224899598,0
2024-10-30 11:30:00,1757.7405,1800.0,46.14608224899598,0
2024-10-30 11:34:00,1778.2020000000002,1800.0,46.14608224899598,0
2024-10-30 11:38:00,1796.397,1800.0,46.14608224899598,0
2024-10-30 11:40:00,1790.9474999999998,1800.0,46.14608224899598,0
2024-10-30 11:46:00,1767.7979999999998,1800.0,46.14608224899598,0
2024-10-30 11:48:00,1766.3745,1800.0,46.14608224899598,0
2024-10-30 11:50:00,1765.8390000000002,1800.0,46.14608224899598,0
2024-10-30 11:52:00,1769.85,1800.0,46.14608224899598,0
2024-10-30 11:56:00,1762.7954999999995,1800.0,46.14608224899598,0
2024-10-30 11:58:00,1763.133,1800.0,48.44672,0
2024-10-30 12:00:00,1792.0215,1800.0,42.85744,0
2024-10-30 12:06:00,1759.8645,1800.0,48.86035,0
2024-10-30 12:10:00,1784.877,1800.0,49.57977,0
2024-10-30 12:12:00,1791.4140000000002,1800.0,46.14608224899598,0
2024-10-30 12:14:00,1764.3359999999998,1800.0,46.14608224899598,0
2024-10-30 12:18:00,1756.6754999999998,1800.0,46.14608224899598,0
2024-10-30 12:20:00,1757.076,1800.0,46.14608224899598,0
2024-10-30 12:22:00,1762.083,1800.0,46.14608224899598,0
