Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,IsHydrate,Instantaneous_t-1,Instantaneous_t-2,Valve_t-1,Valve_t-2,Confidence_Score
2024-10-24 00:06:00,1199.164334,1200,37.57618199,0,1199.5653,1194.800625,37.90242,36.861895,0.5
2024-10-24 00:08:00,1193.5206,1200,39.70821,1,1199.164334,1199.5653,37.57618199,37.90242,0.5
2024-10-24 00:10:00,1204.11075,1200,38.29466,0,1193.5206,1199.164334,39.70821,37.57618199,0.5
2024-10-24 00:12:00,1201.11375,1200,37.43541,0,1204.11075,1193.5206,38.29466,39.70821,0.5
2024-10-24 00:16:00,1196.1282,1200,37.63421,1,1201.11375,1204.11075,37.43541,38.29466,0.5
2024-10-24 00:18:00,1209.1386,1200,38.900965,0,1196.1282,1201.11375,37.63421,37.43541,0.5
2024-10-24 00:20:00,1166.25975,1200,36.53151,0,1209.1386,1196.1282,38.900965,37.63421,0.5
2024-10-24 00:22:00,1227.93885,1200,38.05413,0,1166.25975,1209.1386,36.53151,38.900965,0.5
2024-10-24 00:24:00,1173.02475,1200,36.01077,0,1227.93885,1166.25975,38.05413,36.53151,0.5
2024-10-24 00:26:00,1200.3819,1200,40.13501,0,1173.02475,1227.93885,36.01077,38.05413,0.5
2024-10-24 00:28:00,1204.42095,1200,39.71023,0,1200.3819,1173.02475,40.13501,36.01077,0.5
2024-10-24 00:30:00,1208.4132,1200,38.40463,0,1204.42095,1200.3819,39.71023,40.13501,0.5
2024-10-24 00:32:00,1208.9187,1200,36.65652,0,1208.4132,1204.42095,38.40463,39.71023,0.5
2024-10-24 00:34:00,1205.46405,1200,35.59479,0,1208.9187,1208.4132,36.65652,38.40463,0.5
2024-10-24 00:36:00,1194.9285,1200,35.555865,0,1205.46405,1208.9187,35.59479,36.65652,0.5
2024-10-24 00:40:00,1194.35445,1200,37.05867,1,1194.9285,1205.46405,35.555865,35.59479,0.5
