Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,IsHydrate
2024-10-14 00:00:00,1467.3729,1426.96118,28.05260943,0
2024-10-14 00:02:00,1466.604825,1426.96118,28.05260943,0
2024-10-14 00:04:00,1469.3316,1455.0,28.05260943,0
2024-10-14 00:06:00,1470.3357,1426.96118,28.05260943,0
2024-10-14 00:08:00,1468.70685,1426.96118,26.18433,0
2024-10-14 00:10:00,1460.9364,1426.96118,28.05260943,0
2024-10-14 00:12:00,1470.5415,1426.96118,28.05260943,0
2024-10-14 00:14:00,1463.54265,1426.96118,28.05260943,0
2024-10-14 00:16:00,1468.5693,1426.96118,28.05260943,0
2024-10-14 00:18:00,1466.0652,1426.96118,28.05260943,0
2024-10-14 00:22:00,1466.14275,1426.96118,28.05260943,0
2024-10-14 00:24:00,1468.08645,1426.96118,28.05260943,0
2024-10-14 00:26:00,1469.53065,1426.96118,28.05260943,0
2024-10-14 00:28:00,1471.30965,1426.96118,28.05260943,0
2024-10-14 00:30:00,1473.05655,1426.96118,28.05260943,0
2024-10-14 00:32:00,1470.72885,1426.96118,28.05260943,0
2024-10-14 00:34:00,1476.54,1426.96118,28.05260943,0
2024-10-14 00:36:00,1471.85835,1426.96118,28.05260943,0
2024-10-14 00:38:00,1478.62185,1426.96118,28.05260943,0
2024-10-14 00:40:00,1475.46225,1426.96118,28.05260943,0
2024-10-14 00:42:00,1474.970025,1426.96118,28.05260943,0
2024-10-14 00:46:00,1471.2525,1426.96118,28.05260943,0
2024-10-14 00:48:00,1469.83395,1426.96118,28.05260943,0
2024-10-14 00:50:00,1471.38995,1426.96118,28.05260943,0
2024-10-14 00:52:00,1471.9224,1426.96118,28.05260943,0
2024-10-14 00:54:00,1478.9943,1426.96118,28.05260943,0
2024-10-14 00:56:00,1468.42935,1426.96118,28.05260943,0
2024-10-14 00:58:00,1474.1958,1426.96118,28.05260943,0
2024-10-14 01:00:00,1477.5744,1426.96118,28.05260943,0
2024-10-14 01:02:00,1473.17325,1426.96118,28.05260943,0
2024-10-14 01:04:00,1472.58075,1455.0,26.18433,0
2024-10-14 01:06:00,1480.91055,1426.96118,28.05260943,0
2024-10-14 01:10:00,1479.431925,1426.96118,28.05260943,0
2024-10-14 01:12:00,1478.5734,1426.96118,28.05260943,0
2024-10-14 01:14:00,1489.563375,1426.96118,28.05260943,0
2024-10-14 01:16:00,1485.97815,1426.96118,28.05260943,0
2024-10-14 01:18:00,1495.8405,1426.96118,28.05260943,0
2024-10-14 01:20:00,1483.7355,1426.96118,28.05260943,0
2024-10-14 01:22:00,1483.10655,1426.96118,28.05260943,0
2024-10-14 01:24:00,1480.998,1426.96118,28.05260943,0
2024-10-14 01:26:00,1484.2278,1426.96118,28.05260943,0
2024-10-14 01:28:00,1483.03725,1426.96118,28.05260943,0
2024-10-14 01:32:00,1486.01595,1426.96118,28.05260943,0
2024-10-14 01:34:00,1479.363,1426.96118,28.05260943,0
2024-10-14 01:36:00,1486.06005,1426.96118,28.05260943,0
2024-10-14 01:38:00,1485.19875,1426.96118,28.05260943,0
2024-10-14 01:40:00,1485.616275,1426.96118,28.05260943,0
