Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,IsHydrate,Instantaneous_t-1,Instantaneous_t-2,Valve_t-1,Valve_t-2,Confidence_Score
2024-09-22 01:05:00,908.9019073,910.5,38.40023786,1,920.96205,920.97615,38.40023786,38.40023786,0.5
2024-09-22 01:40:00,934.1751,902.1818182,38.40023786,0,908.9019073,920.96205,38.40023786,38.40023786,0.5
2024-09-22 01:45:00,908.9019073,910.5,43.51945,1,934.1751,908.9019073,38.40023786,38.40023786,0.5
2024-09-22 01:50:00,939.19215,902.1818182,38.40023786,0,908.9019073,934.1751,43.51945,38.40023786,0.5
2024-09-22 01:55:00,939.3099,902.1818182,38.40023786,0,939.19215,908.9019073,38.40023786,43.51945,0.5
2024-09-22 02:00:00,943.168425,902.1818182,43.51945,0,939.3099,939.19215,38.40023786,38.40023786,0.5
2024-09-22 02:10:00,942.0063,902.1818182,38.40023786,0,943.168425,939.3099,43.51945,38.40023786,0.5
2024-09-22 02:15:00,942.3276,902.1818182,38.40023786,0,942.0063,943.168425,38.40023786,43.51945,0.5
2024-09-22 02:20:00,948.65115,902.1818182,38.40023786,0,942.3276,942.0063,38.40023786,38.40023786,0.5
2024-09-22 02:25:00,953.73105,902.1818182,38.40023786,0,948.65115,942.3276,38.40023786,38.40023786,0.5
2024-09-22 02:40:00,963.92235,902.1818182,38.40023786,0,953.73105,948.65115,38.40023786,38.40023786,0.5
2024-09-22 03:00:00,962.79405,910.5,43.51945,1,963.92235,953.73105,38.40023786,38.40023786,0.5
2024-09-22 03:05:00,970.5504,902.1818182,38.40023786,0,962.79405,963.92235,43.51945,38.40023786,0.5
2024-09-22 03:10:00,973.12565,902.1818182,38.40023786,0,970.5504,962.79405,38.40023786,43.51945,0.5
2024-09-22 03:50:00,973.2873,910.5,38.40023786,0,973.12565,970.5504,38.40023786,38.40023786,0.5
2024-09-22 04:00:00,973.2873,910.5,43.51945,0,973.2873,973.12565,38.40023786,38.40023786,0.5
2024-09-22 04:30:00,908.9019073,910.5,38.40023786,0,973.2873,973.2873,43.51945,38.40023786,0.5
2024-09-22 05:00:00,908.9019073,902.1818182,43.51945,0,908.9019073,973.2873,38.40023786,43.51945,0.5
2024-09-22 05:30:00,973.30275,902.1818182,37.28858,0,908.9019073,908.9019073,43.51945,38.40023786,0.5
2024-09-22 05:35:00,979.820325,902.1818182,38.40023786,0,973.30275,908.9019073,37.28858,43.51945,0.5
2024-09-22 05:50:00,944.660475,902.1818182,36.7808,0,979.820325,973.30275,38.40023786,37.28858,0.5
2024-09-22 05:55:00,945.80395,902.1818182,38.40023786,0,944.660475,979.820325,36.7808,38.40023786,0.5
2024-09-22 06:00:00,948.5169,910.5,36.7808,0,945.80395,944.660475,38.40023786,36.7808,0.5
2024-09-22 06:05:00,957.1218,902.1818182,38.40023786,0,948.5169,945.80395,36.7808,38.40023786,0.5
2024-09-22 06:15:00,956.4183,902.1818182,38.40023786,1,957.1218,948.5169,38.40023786,36.7808,0.5
2024-09-22 06:20:00,953.74665,902.1818182,38.40023786,1,956.4183,957.1218,38.40023786,38.40023786,0.5
2024-09-22 06:35:00,960.437625,902.1818182,38.40023786,0,953.74665,956.4183,38.40023786,38.40023786,0.5
2024-09-22 06:40:00,960.48585,902.1818182,38.40023786,0,960.437625,953.74665,38.40023786,38.40023786,0.5
2024-09-22 06:50:00,954.98675,902.1818182,38.40023786,1,960.48585,960.437625,38.40023786,38.40023786,0.5
2024-09-22 06:55:00,953.8587,902.1818182,38.40023786,1,954.98675,960.48585,38.40023786,38.40023786,0.5
2024-09-22 07:00:00,950.50395,902.1818182,38.40023786,1,953.8587,954.98675,38.40023786,38.40023786,0.5
2024-09-22 07:05:00,950.50395,902.1818182,38.40023786,0,950.50395,953.8587,38.40023786,38.40023786,0.5
2024-09-22 07:30:00,954.54315,902.1818182,38.40023786,0,950.50395,950.50395,38.40023786,38.40023786,0.5
2024-09-22 07:35:00,957.30255,902.1818182,38.40023786,0,954.54315,950.50395,38.40023786,38.40023786,0.5
2024-09-22 07:45:00,957.852,902.1818182,38.40023786,0,957.30255,954.54315,38.40023786,38.40023786,0.5
2024-09-22 07:50:00,961.46475,902.1818182,38.40023786,0,957.852,957.30255,38.40023786,38.40023786,0.5
2024-09-22 07:55:00,908.9019073,910.5,38.40023786,1,961.46475,957.852,38.40023786,38.40023786,0.5
2024-09-22 08:00:00,961.5105,902.1818182,36.7808,0,908.9019073,961.46475,38.40023786,38.40023786,0.5
2024-09-22 08:05:00,961.31415,910.5,38.40023786,1,961.5105,908.9019073,36.7808,38.40023786,0.5
2024-09-22 08:10:00,961.92695,902.1818182,38.40023786,0,961.31415,961.5105,38.40023786,36.7808,0.5
2024-09-22 08:15:00,963.39945,902.1818182,38.40023786,0,961.92695,961.31415,38.40023786,38.40023786,0.5
2024-09-22 08:20:00,966.0015,902.1818182,38.40023786,0,963.39945,961.92695,38.40023786,38.40023786,0.5
2024-09-22 08:25:00,965.994975,902.1818182,38.40023786,1,966.0015,963.39945,38.40023786,38.40023786,0.5
2024-09-22 08:35:00,959.81985,902.1818182,38.40023786,1,965.994975,966.0015,38.40023786,38.40023786,0.5
2024-09-22 08:40:00,959.16,902.1818182,38.40023786,1,959.81985,965.994975,38.40023786,38.40023786,0.5
2024-09-22 08:45:00,957.4367,902.1818182,38.40023786,1,959.16,959.81985,38.40023786,38.40023786,0.5
2024-09-22 08:50:00,952.2264,902.1818182,38.40023786,1,957.4367,959.16,38.40023786,38.40023786,0.5
2024-09-22 08:55:00,908.9019073,910.5,38.40023786,1,952.2264,957.4367,38.40023786,38.40023786,0.5
2024-09-22 09:00:00,956.262,902.1818182,38.40023786,0,908.9019073,952.2264,38.40023786,38.40023786,0.5
2024-09-22 09:05:00,956.17185,902.1818182,38.40023786,1,956.262,908.9019073,38.40023786,38.40023786,0.5
2024-09-22 09:10:00,957.6945,902.1818182,38.40023786,0,956.17185,956.262,38.40023786,38.40023786,0.5
2024-09-22 09:25:00,965.725425,902.1818182,38.40023786,0,957.6945,956.17185,38.40023786,38.40023786,0.5
2024-09-22 09:30:00,969.3453,902.1818182,38.40023786,0,965.725425,957.6945,38.40023786,38.40023786,0.5
2024-09-22 09:35:00,977.53035,902.1818182,38.40023786,0,969.3453,965.725425,38.40023786,38.40023786,0.5
2024-09-22 09:50:00,959.09325,902.1818182,36.02027,0,977.53035,969.3453,38.40023786,38.40023786,0.5
2024-09-22 09:55:00,957.8637,902.1818182,38.40023786,1,959.09325,977.53035,36.02027,38.40023786,0.5
2024-09-22 10:00:00,908.9019073,902.1818182,36.02027,0,957.8637,959.09325,38.40023786,36.02027,0.5
2024-09-22 10:05:00,981.636,910.5,35.89112,0,908.9019073,957.8637,36.02027,38.40023786,0.5
2024-09-22 10:10:00,983.8902,902.1818182,38.40023786,0,981.636,908.9019073,35.89112,36.02027,0.5
2024-09-22 10:15:00,952.39685,902.1818182,38.40023786,1,983.8902,981.636,38.40023786,35.89112,0.5
2024-09-22 10:20:00,952.866225,902.1818182,38.40023786,0,952.39685,983.8902,38.40023786,38.40023786,0.5
2024-09-22 10:25:00,953.08865,902.1818182,38.40023786,0,952.866225,952.39685,38.40023786,38.40023786,0.5
2024-09-22 10:35:00,953.54775,902.1818182,38.40023786,0,953.08865,952.866225,38.40023786,38.40023786,0.5
2024-09-22 10:40:00,957.2671,902.1818182,38.40023786,0,953.54775,953.08865,38.40023786,38.40023786,0.5
2024-09-22 10:45:00,958.7393625,902.1818182,38.40023786,0,957.2671,953.54775,38.40023786,38.40023786,0.5
2024-09-22 10:50:00,958.143675,902.1818182,38.40023786,1,958.7393625,957.2671,38.40023786,38.40023786,0.5
2024-09-22 10:55:00,958.2102,910.5,38.40023786,0,958.143675,958.7393625,38.40023786,38.40023786,0.5
2024-09-22 11:05:00,956.48985,910.5,35.76355,0,958.2102,958.143675,38.40023786,38.40023786,0.5
2024-09-22 11:35:00,949.3566,902.1818182,38.40023786,1,956.48985,958.2102,35.76355,38.40023786,0.5
2024-09-22 11:40:00,949.3566,902.1818182,38.40023786,0,949.3566,956.48985,38.40023786,35.76355,0.5
2024-09-22 11:50:00,949.83225,902.1818182,38.40023786,0,949.3566,949.3566,38.40023786,38.40023786,0.5
2024-09-22 11:55:00,949.5813375,902.1818182,35.76355,0,949.83225,949.3566,38.40023786,38.40023786,0.5
2024-09-22 12:10:00,942.196725,902.1818182,38.40023786,1,949.5813375,949.83225,35.76355,38.40023786,0.5
2024-09-22 12:25:00,940.83615,902.1818182,38.40023786,1,942.196725,949.5813375,38.40023786,35.76355,0.5
2024-09-22 12:30:00,943.0614,902.1818182,38.40023786,0,940.83615,942.196725,38.40023786,38.40023786,0.5
2024-09-22 12:35:00,938.925,902.1818182,38.40023786,1,943.0614,940.83615,38.40023786,38.40023786,0.5
2024-09-22 12:40:00,935.8671,902.1818182,38.40023786,1,938.925,943.0614,38.40023786,38.40023786,0.5
2024-09-22 13:00:00,936.9063,910.5,35.76355,0,935.8671,938.925,38.40023786,38.40023786,0.5
2024-09-22 13:05:00,908.9019073,902.1818182,35.76355,1,936.9063,935.8671,35.76355,38.40023786,0.5
2024-09-22 13:10:00,936.84105,902.1818182,38.40023786,0,908.9019073,936.9063,35.76355,35.76355,0.5
2024-09-22 13:35:00,938.80625,902.1818182,38.40023786,0,936.84105,908.9019073,38.40023786,35.76355,0.5
2024-09-22 13:40:00,941.632725,902.1818182,38.40023786,0,938.80625,936.84105,38.40023786,38.40023786,0.5
2024-09-22 13:45:00,941.38995,902.1818182,38.40023786,1,941.632725,938.80625,38.40023786,38.40023786,0.5
2024-09-22 13:50:00,941.393625,902.1818182,38.40023786,0,941.38995,941.632725,38.40023786,38.40023786,0.5
2024-09-22 13:55:00,939.477525,902.1818182,38.40023786,1,941.393625,941.38995,38.40023786,38.40023786,0.5
2024-09-22 14:00:00,941.24595,902.1818182,38.40023786,0,939.477525,941.393625,38.40023786,38.40023786,0.5
2024-09-22 14:05:00,908.9019073,910.5,38.40023786,1,941.24595,939.477525,38.40023786,38.40023786,0.5
2024-09-22 14:40:00,939.54995,902.1818182,38.40023786,0,908.9019073,941.24595,38.40023786,38.40023786,0.5
2024-09-22 14:45:00,938.883675,902.1818182,38.40023786,1,939.54995,908.9019073,38.40023786,38.40023786,0.5
2024-09-22 14:50:00,938.41995,902.1818182,38.40023786,1,938.883675,939.54995,38.40023786,38.40023786,0.5
2024-09-22 14:55:00,941.2257,902.1818182,35.76355,0,938.41995,938.883675,38.40023786,38.40023786,0.5
2024-09-22 15:00:00,941.6133,902.1818182,35.76355,0,941.2257,938.41995,35.76355,38.40023786,0.5
2024-09-22 15:05:00,939.670275,902.1818182,38.40023786,1,941.6133,941.2257,35.76355,35.76355,0.5
2024-09-22 15:25:00,937.185,902.1818182,38.40023786,1,939.670275,941.6133,38.40023786,35.76355,0.5
2024-09-22 15:30:00,935.94045,902.1818182,38.40023786,1,937.185,939.670275,38.40023786,38.40023786,0.5
2024-09-22 15:45:00,936.1252,902.1818182,38.40023786,0,935.94045,937.185,38.40023786,38.40023786,0.5
2024-09-22 15:50:00,936.32465,902.1818182,38.40023786,0,936.1252,935.94045,38.40023786,38.40023786,0.5
2024-09-22 16:05:00,931.4223,902.1818182,38.40023786,1,936.32465,936.1252,38.40023786,38.40023786,0.5
2024-09-22 16:10:00,929.2737,902.1818182,38.40023786,1,931.4223,936.32465,38.40023786,38.40023786,0.5
2024-09-22 16:15:00,925.8573,902.1818182,38.40023786,1,929.2737,931.4223,38.40023786,38.40023786,0.5
2024-09-22 16:25:00,920.5359,902.1818182,38.40023786,1,925.8573,929.2737,38.40023786,38.40023786,0.5
2024-09-22 16:35:00,916.5786,902.1818182,38.40023786,1,920.5359,925.8573,38.40023786,38.40023786,0.5
2024-09-22 16:45:00,921.98475,902.1818182,38.40023786,0,916.5786,920.5359,38.40023786,38.40023786,0.5
2024-09-22 16:50:00,923.36115,902.1818182,38.40023786,0,921.98475,916.5786,38.40023786,38.40023786,0.5
2024-09-22 17:00:00,908.9019073,910.5,38.40023786,1,923.36115,921.98475,38.40023786,38.40023786,0.5
2024-09-22 17:05:00,919.47165,910.5,35.76355,0,908.9019073,923.36115,38.40023786,38.40023786,0.5
2024-09-22 17:10:00,923.6592,902.1818182,38.40023786,0,919.47165,908.9019073,35.76355,38.40023786,0.5
2024-09-22 17:25:00,924.01305,902.1818182,38.40023786,0,923.6592,919.47165,38.40023786,35.76355,0.5
2024-09-22 17:40:00,929.972025,902.1818182,38.40023786,0,924.01305,923.6592,38.40023786,38.40023786,0.5
2024-09-22 17:50:00,934.202925,902.1818182,38.40023786,0,929.972025,924.01305,38.40023786,38.40023786,0.5
2024-09-22 17:55:00,935.229,910.5,35.76355,0,934.202925,929.972025,38.40023786,38.40023786,0.5
2024-09-22 18:10:00,970.251525,902.1818182,38.40023786,0,935.229,934.202925,35.76355,38.40023786,0.5
2024-09-22 18:15:00,978.336,902.1818182,38.40023786,0,970.251525,935.229,38.40023786,35.76355,0.5
2024-09-22 18:30:00,970.3728,902.1818182,38.40023786,1,978.336,970.251525,38.40023786,38.40023786,0.5
2024-09-22 18:35:00,973.06455,902.1818182,38.40023786,0,970.3728,978.336,38.40023786,38.40023786,0.5
2024-09-22 18:40:00,973.4268,902.1818182,38.40023786,0,973.06455,970.3728,38.40023786,38.40023786,0.5
2024-09-22 19:00:00,947.27625,910.5,34.48821,0,973.4268,973.06455,38.40023786,38.40023786,0.5
2024-09-22 19:30:00,952.91895,902.1818182,38.40023786,0,947.27625,973.4268,34.48821,38.40023786,0.5
2024-09-22 19:35:00,950.7936,902.1818182,38.40023786,1,952.91895,947.27625,38.40023786,34.48821,0.5
2024-09-22 19:40:00,948.55805,902.1818182,38.40023786,1,950.7936,952.91895,38.40023786,38.40023786,0.5
2024-09-22 19:45:00,949.209825,902.1818182,38.40023786,0,948.55805,950.7936,38.40023786,38.40023786,0.5
2024-09-22 19:50:00,950.4372,902.1818182,38.40023786,0,949.209825,948.55805,38.40023786,38.40023786,0.5
2024-09-22 20:00:00,947.92065,910.5,38.40023786,1,950.4372,949.209825,38.40023786,38.40023786,0.5
2024-09-22 20:05:00,948.95805,902.1818182,38.40023786,0,947.92065,950.4372,38.40023786,38.40023786,0.5
2024-09-22 20:10:00,949.5077625,902.1818182,38.40023786,0,948.95805,947.92065,38.40023786,38.40023786,0.5
2024-09-22 20:15:00,950.59335,902.1818182,38.40023786,0,949.5077625,948.95805,38.40023786,38.40023786,0.5
2024-09-22 20:25:00,949.416,902.1818182,38.40023786,1,950.59335,949.5077625,38.40023786,38.40023786,0.5
2024-09-22 20:30:00,948.8494,902.1818182,38.40023786,1,949.416,950.59335,38.40023786,38.40023786,0.5
2024-09-22 20:45:00,947.23645,902.1818182,38.40023786,1,948.8494,949.416,38.40023786,38.40023786,0.5
2024-09-22 20:50:00,949.544025,902.1818182,38.40023786,0,947.23645,948.8494,38.40023786,38.40023786,0.5
2024-09-22 21:00:00,908.9019073,910.5,34.48821,0,949.544025,947.23645,38.40023786,38.40023786,0.5
2024-09-22 21:20:00,954.1266,902.1818182,38.40023786,0,908.9019073,949.544025,34.48821,38.40023786,0.5
2024-09-22 21:35:00,952.27905,902.1818182,38.40023786,1,954.1266,908.9019073,38.40023786,34.48821,0.5
2024-09-22 21:40:00,951.36285,902.1818182,38.40023786,1,952.27905,954.1266,38.40023786,38.40023786,0.5
2024-09-22 21:50:00,949.28835,902.1818182,38.40023786,1,951.36285,952.27905,38.40023786,38.40023786,0.5
2024-09-22 22:05:00,908.9019073,910.5,38.40023786,1,949.28835,951.36285,38.40023786,38.40023786,0.5
2024-09-22 22:10:00,951.259425,902.1818182,38.40023786,0,908.9019073,949.28835,38.40023786,38.40023786,0.5
2024-09-22 22:20:00,951.753,902.1818182,38.40023786,0,951.259425,908.9019073,38.40023786,38.40023786,0.5
2024-09-22 22:30:00,957.681,902.1818182,38.40023786,0,951.753,951.259425,38.40023786,38.40023786,0.5
2024-09-22 22:35:00,959.7384,902.1818182,38.40023786,0,957.681,951.753,38.40023786,38.40023786,0.5
2024-09-22 22:40:00,962.0982,902.1818182,38.40023786,0,959.7384,957.681,38.40023786,38.40023786,0.5
2024-09-22 22:45:00,961.861425,902.1818182,38.40023786,1,962.0982,959.7384,38.40023786,38.40023786,0.5
2024-09-22 22:50:00,959.417625,902.1818182,38.40023786,1,961.861425,962.0982,38.40023786,38.40023786,0.5
2024-09-22 23:00:00,955.7802,902.1818182,38.40023786,1,959.417625,961.861425,38.40023786,38.40023786,0.5
2024-09-22 23:05:00,908.9019073,910.5,38.40023786,1,955.7802,959.417625,38.40023786,38.40023786,0.5
2024-09-22 23:10:00,952.66905,902.1818182,38.40023786,0,908.9019073,955.7802,38.40023786,38.40023786,0.5
2024-09-22 23:20:00,954.18315,902.1818182,38.40023786,0,952.66905,908.9019073,38.40023786,38.40023786,0.5
2024-09-22 23:35:00,955.286325,902.1818182,38.40023786,0,954.18315,952.66905,38.40023786,38.40023786,0.5
2024-09-22 23:40:00,955.89555,902.1818182,38.40023786,0,955.286325,954.18315,38.40023786,38.40023786,0.5
2024-09-22 23:45:00,957.557775,902.1818182,38.40023786,0,955.89555,955.286325,38.40023786,38.40023786,0.5
2024-09-22 23:55:00,960.89685,910.5,38.40023786,0,957.557775,955.89555,38.40023786,38.40023786,0.5
2024-09-23 00:10:00,961.18155,902.1818182,38.40023786,0,960.89685,957.557775,38.40023786,38.40023786,0.5
2024-09-23 00:15:00,960.697425,902.1818182,38.40023786,1,961.18155,960.89685,38.40023786,38.40023786,0.5
2024-09-23 00:30:00,962.41725,902.1818182,38.40023786,0,960.697425,961.18155,38.40023786,38.40023786,0.5
2024-09-23 00:40:00,962.4186,902.1818182,38.40023786,0,962.41725,960.697425,38.40023786,38.40023786,0.5
2024-09-23 00:45:00,960.2814,902.1818182,38.40023786,1,962.4186,962.41725,38.40023786,38.40023786,0.5
2024-09-23 00:50:00,963.458475,902.1818182,38.40023786,0,960.2814,962.4186,38.40023786,38.40023786,0.5
2024-09-23 00:55:00,959.25645,902.1818182,38.40023786,1,963.458475,960.2814,38.40023786,38.40023786,0.5
2024-09-23 01:00:00,958.79235,902.1818182,34.48821,0,959.25645,963.458475,38.40023786,38.40023786,0.5
2024-09-23 01:05:00,908.9019073,910.5,38.40023786,1,958.79235,959.25645,34.48821,38.40023786,0.5
2024-09-23 01:10:00,956.6697,902.1818182,38.40023786,0,908.9019073,958.79235,38.40023786,34.48821,0.5
2024-09-23 01:25:00,959.94015,902.1818182,38.40023786,0,956.6697,908.9019073,38.40023786,38.40023786,0.5
2024-09-23 01:35:00,959.60325,902.1818182,38.40023786,1,959.94015,956.6697,38.40023786,38.40023786,0.5
2024-09-23 01:40:00,960.77985,902.1818182,38.40023786,0,959.60325,959.94015,38.40023786,38.40023786,0.5
2024-09-23 01:45:00,967.41645,902.1818182,38.40023786,0,960.77985,959.60325,38.40023786,38.40023786,0.5
2024-09-23 01:50:00,962.42615,902.1818182,38.40023786,1,967.41645,960.77985,38.40023786,38.40023786,0.5
2024-09-23 01:55:00,964.0401,902.1818182,38.40023786,0,962.42615,967.41645,38.40023786,38.40023786,0.5
2024-09-23 02:05:00,958.1229,902.1818182,34.48821,0,964.0401,962.42615,38.40023786,38.40023786,0.5
2024-09-23 02:10:00,952.528575,902.1818182,38.40023786,1,958.1229,964.0401,34.48821,38.40023786,0.5
2024-09-23 02:15:00,957.924,902.1818182,38.40023786,0,952.528575,958.1229,38.40023786,34.48821,0.5
2024-09-23 02:25:00,957.5496,902.1818182,38.40023786,1,957.924,952.528575,38.40023786,38.40023786,0.5
2024-09-23 02:30:00,957.0303,902.1818182,38.40023786,1,957.5496,957.924,38.40023786,38.40023786,0.5
2024-09-23 02:45:00,956.8407,902.1818182,38.40023786,1,957.0303,957.5496,38.40023786,38.40023786,0.5
2024-09-23 02:50:00,954.679425,902.1818182,38.40023786,1,956.8407,957.0303,38.40023786,38.40023786,0.5
2024-09-23 03:05:00,932.419125,902.1818182,38.40023786,1,954.679425,956.8407,38.40023786,38.40023786,0.5
2024-09-23 03:25:00,925.73265,902.1818182,38.40023786,1,932.419125,954.679425,38.40023786,38.40023786,0.5
